106.666667	106.666667	
106.666667	106.666667	
93.644733	93.644733	
93.333333	93.333333	
80.000000	80.000000	
80.000000	80.000000	
66.666667	66.666667	
53.333333	53.333333	
40.000000	40.000000	
40.000000	40.000000	
26.666667	26.666667	
26.666667	26.666667	
13.333333	13.333333	
13.333333	13.333333	
13.333333	13.333333	
13.333333	13.333333	
26.666667	26.666667	
26.666813	26.666813	
40.000000	40.000000	
53.333333	53.333333	
66.666667	66.666667	
80.000000	80.000000	
80.000000	80.000000	
93.333333	93.333333	
93.333333	93.333333	
106.666667	106.666667	
106.666667	106.666667	
106.666667	106.666667	
106.666667	106.666667	
93.333333	93.333333	
93.333333	93.333333	
80.000000	80.000000	
66.666667	66.666667	
53.333333	53.333333	
53.333333	53.333333	
40.000000	40.000000	
26.666667	26.666667	
26.666667	26.666667	
13.333333	13.333333	
13.333333	13.333333	
13.333333	13.333333	
13.333333	13.333333	
26.666667	26.666667	
26.666667	26.666667	
40.000000	40.000000	
53.333333	53.333333	
66.666667	66.666667	
66.666667	66.666667	
80.000000	80.000000	
93.333333	93.333333	
93.333333	93.333333	
106.666667	106.666667	
106.666667	106.666667	
106.666667	106.666667	
106.666667	106.666667	
93.333333	93.333333	
93.333333	93.333333	
80.000000	80.000000	
66.666667	66.666667	
66.665760	66.665760	
53.333333	53.333333	
40.000000	40.000000	
26.666667	26.666667	
26.666667	26.666667	
13.333333	13.333333	
13.333333	13.333333	
13.333333	13.333333	
13.333333	13.333333	
26.666667	26.666667	
26.666667	26.666667	
40.000000	40.000000	
53.333333	53.333333	
53.333333	53.333333	
66.666667	66.666667	
80.000000	80.000000	
93.333333	93.333333	
93.333333	93.333333	
106.666667	106.666667	
106.666667	106.666667	
106.666667	106.666667	
